"","League","Area","Team","Name","Position_Raw","School","Hometown","Birthday_Raw","Birthday","Height_Raw","Height","Weight_Raw","Weight","Nationality"
"346","B2","中地区","西宮","谷 直樹","ポジション / SF","甲南大学","兵庫県","1988年7月3日",1988-07-03,"193cm",193,"80kg",80,"日本"
"347","B2","中地区","西宮","道原 紀晃","ポジション / PG/SG","大阪商業大学","兵庫県","1989年9月7日",1989-09-07,"178cm",178,"66kg",66,"日本"
"348","B2","中地区","西宮","谷口 淳","ポジション / PF","同志社大学","大阪府","1992年7月31日",1992-07-31,"192cm",192,"86kg",86,"日本"
"349","B2","中地区","西宮","梁川 禎浩","ポジション / SG","筑波大学","大阪府","1986年4月25日",1986-04-25,"183cm",183,"78kg",78,"日本"
"350","B2","中地区","西宮","ランディー・ホワイト","ポジション / C","ノースカロライナ大学グリーンズボロ校","アメリカ","1994年7月1日",1994-07-01,"203cm",203,"127kg",127,"アメリカ合衆国"
"351","B2","中地区","西宮","内藤 健太","ポジション / SG","大阪体育大学","大阪府","1995年7月25日",1995-07-25,"187cm",187,"80kg",80,"日本"
"352","B2","中地区","西宮","土屋 アリスター時生","ポジション / C","大阪教育大学","イギリス","1995年12月31日",1995-12-31,"198cm",198,"88kg",88,"日本"
"353","B2","中地区","西宮","佐藤 浩貴","ポジション / C","専修大学","神奈川県","1981年12月8日",1981-12-08,"203cm",203,"110kg",110,"日本"
"354","B2","西地区","奈良","樋口 真斗","ポジション / SG","九州産業大学","福岡県","1992年7月21日",1992-07-21,"177cm",177,"75kg",75,"日本"
"355","B2","西地区","奈良","ゲイリー・ハミルトン","ポジション / C","マイアミ大学","アメリカ合衆国","1984年8月7日",1984-08-07,"208cm",208,"125kg",125,"アメリカ合衆国"
"356","B2","西地区","奈良","前村 雄大","ポジション / PG/SG","東海大学","宮崎県","1987年7月6日",1987-07-06,"176cm",176,"73kg",73,"日本"
"357","B2","西地区","奈良","ジェフリー・パーマー","ポジション / PF","フロリダ・アトランティック大学","アメリカ合衆国","1985年4月27日",1985-04-27,"203cm",203,"105kg",105,"アメリカ合衆国"
"358","B2","西地区","奈良","仁平 拓海","ポジション / SF/PF","日本大学","北海道","1994年6月20日",1994-06-20,"191cm",191,"89kg",89,"日本"
"359","B2","西地区","奈良","種市 幸祐","ポジション / SG/SF","日本大学","静岡県","1987年12月22日",1987-12-22,"188cm",188,"85kg",85,"日本"
"360","B2","西地区","奈良","小松 秀平","ポジション / SG","国士舘大学","北海道","1985年6月10日",1985-06-10,"184cm",184,"83kg",83,"日本"
"361","B2","西地区","奈良","横江 豊","ポジション / PG","日本体育大学","滋賀県","1989年4月19日",1989-04-19,"178cm",178,"68kg",68,"日本"
"362","B2","西地区","奈良","本多 純平","ポジション / SF","東京成徳大学","富山県","1988年12月7日",1988-12-07,"190cm",190,"94kg",94,"日本"
"363","B2","西地区","奈良","松本 健児リオン","ポジション / PG/SG","名古屋経済大学","神奈川県","1994年5月30日",1994-05-30,"183cm",183,"78kg",78,"日本"
"364","B2","西地区","奈良","石塚 裕也","ポジション / SF/PF","立命館大学","大阪府","1992年6月5日",1992-06-05,"187cm",187,"80kg",80,"日本"
"365","B2","西地区","香川","大澤 歩","ポジション / PG","専修大学","静岡県","1991年4月14日",1991-04-14,"177cm",177,"75kg",75,"日本"
"366","B2","西地区","香川","レジナルド・ウォーレン","ポジション / PF/C","西フロリダ大学","アメリカ合衆国","1981年2月8日",1981-02-08,"205cm",205,"108kg",108,"アメリカ合衆国"
"367","B2","西地区","香川","堀川 竜一","ポジション / SF","京都産業大学","富山県","1979年6月9日",1979-06-09,"190cm",190,"88kg",88,"日本"
"368","B2","西地区","香川","高比良 寛治","ポジション / SG/SF","芦屋大学","長崎県","1993年9月14日",1993-09-14,"185cm",185,"83kg",83,"日本"
"369","B2","西地区","香川","石川 智也","ポジション / PG","アップルスポーツカレッジ","三重県","1996年3月14日",1996-03-14,"188cm",188,"83kg",83,"日本"
"370","B2","西地区","香川","安部 瑞基","ポジション / SG","大阪教育大学","香川県","1993年7月29日",1993-07-29,"177cm",177,"79kg",79,"日本"
"371","B2","西地区","香川","テレンス・ウッドベリー","ポジション / SG/SF","ジョージア大学","アメリカ合衆国","1987年6月16日",1987-06-16,"203cm",203,"100kg",100,"アメリカ合衆国"
"372","B2","西地区","香川","高田 秀一","ポジション / SF/PF","日本体育大","東京都","1983年10月13日",1983-10-13,"195cm",195,"91kg",91,"日本"
"373","B2","西地区","香川","木村 啓太郎","ポジション / PG","新潟医療福祉大学","青森県","1993年6月12日",1993-06-12,"175cm",175,"67kg",67,"日本"
"374","B2","西地区","香川","筑波 拓朗","ポジション / SF","東洋大学","長野県","1992年9月21日",1992-09-21,"188cm",188,"83kg",83,"日本"
"375","B2","西地区","広島","ジャマリ・トレイラー","ポジション / PF/C","カンザス大学","アメリカ合衆国","1992年6月24日",1992-06-24,"203cm",203,"104kg",104,"アメリカ合衆国"
"376","B2","西地区","広島","村上 駿斗","ポジション / PG/SG","山形南高校","山形県","1996年2月17日",1996-02-17,"185cm",185,"80kg",80,"日本"
"377","B2","西地区","広島","朝山 正悟","ポジション / SG/SF","早稲田大学","神奈川県","1981年6月1日",1981-06-01,"192cm",192,"88kg",88,"日本"
"378","B2","西地区","広島","岡本 飛竜","ポジション / PG","拓殖大学","鳥取県","1993年4月20日",1993-04-20,"170cm",170,"78kg",78,"日本"
"379","B2","西地区","広島","佐藤 優樹","ポジション / SG","アップルスポーツカレッジ","新潟県","1987年5月3日",1987-05-03,"182cm",182,"84kg",84,"日本"
"380","B2","西地区","広島","坂本 ジェイ","ポジション / PF/C","浜松大学","セネガル","1986年11月15日",1986-11-15,"206cm",206,"105kg",105,"日本"
"381","B2","西地区","広島","小澤 智将","ポジション / SG","東海大学九州","福岡県","1994年7月18日",1994-07-18,"187cm",187,"83kg",83,"日本"
"382","B2","西地区","広島","坂井 レオ","ポジション / PF/C","京都産業大学","大阪府","1993年8月29日",1993-08-29,"195cm",195,"102kg",102,"日本"
"383","B2","西地区","広島","エリック・トンプソン","ポジション / PF/C","パシフィック大学","アメリカ合衆国","1993年8月4日",1993-08-04,"203cm",203,"109kg",109,"アメリカ合衆国"
"384","B2","西地区","広島","山田 謙治","ポジション / PG","法政大学","神奈川県","1983年7月28日",1983-07-28,"180cm",180,"85kg",85,"日本"
"385","B2","西地区","広島","田中 成也","ポジション / SG","明治大学","新潟県","1991年8月24日",1991-08-24,"186cm",186,"80kg",80,"日本"
"386","B2","西地区","愛媛","楯 昌宗","ポジション / PG","愛知学泉大学","岐阜県","1988年1月14日",1988-01-14,"178cm",178,"73kg",73,"日本"
"387","B2","西地区","愛媛","堤 啓士朗","ポジション / PG","専修大学","福岡県","1986年7月15日",1986-07-15,"181cm",181,"80kg",80,"日本"
"388","B2","西地区","愛媛","コーリー・ジョンソン","ポジション / PF","ヴァラパライソ大学","アメリカ合衆国","1988年4月5日",1988-04-05,"201cm",201,"109kg",109,"アメリカ合衆国"
"389","B2","西地区","愛媛","加藤 悠三","ポジション / SG","中京高校","岐阜県","1992年9月24日",1992-09-24,"173cm",173,"73kg",73,"日本"
"390","B2","西地区","愛媛","矢代 雪次郎","ポジション / PG/SG","Bethany Collage","千葉県","1992年2月15日",1992-02-15,"177cm",177,"77kg",77,"日本"
"391","B2","西地区","愛媛","アンドリュー・フィッツジェラルド","ポジション / PF","オクラホマ大学","アメリカ合衆国","1990年12月10日",1990-12-10,"202cm",202,"108kg",108,"アメリカ合衆国"
"392","B2","西地区","愛媛","藤田 浩司","ポジション / SF","九州共立大学","大分県","1992年10月23日",1992-10-23,"190cm",190,"80kg",80,"日本"
"393","B2","西地区","愛媛","小原 良公","ポジション / PG/SG","大東文化大学","高知県","1989年9月5日",1989-09-05,"187cm",187,"85kg",85,"日本"
"394","B2","西地区","愛媛","笠原 太志","ポジション / SF/PF","鹿屋体育大学","奈良県","1989年8月16日",1989-08-16,"188cm",188,"86kg",86,"日本"
"395","B2","西地区","愛媛","岡本 将大","ポジション / PG","大阪商業大学","岐阜県","1992年12月4日",1992-12-04,"173cm",173,"73kg",73,"日本"
"396","B2","西地区","愛媛","高畠 佳介","ポジション / SG","びわこ成蹊スポーツ大学","滋賀県","1990年3月17日",1990-03-17,"183cm",183,"80kg",80,"日本"
"397","B2","西地区","島根","佐藤 公威","ポジション / SG","新潟工業短期大学","新潟県","1984年4月23日",1984-04-23,"186cm",186,"87kg",87,"日本"
"398","B2","西地区","島根","和田 保彦","ポジション / PG/SG","大東文化大学","千葉県","1990年7月23日",1990-07-23,"181cm",181,"79kg",79,"日本"
"399","B2","西地区","島根","北川 弘","ポジション / PG","日本体育大学","滋賀県","1991年10月16日",1991-10-16,"183cm",183,"70kg",70,"日本"
"400","B2","西地区","島根","坂田 央","ポジション / SF","日本大学","東京都","1991年9月18日",1991-09-18,"193cm",193,"85kg",85,"日本"
"401","B2","西地区","島根","グレゴリー・エチェニケ","ポジション / C","Creighton","ベネズエラ","1990年11月23日",1990-11-23,"208cm",208,"120kg",120,"ベネズエラ"
"402","B2","西地区","島根","後藤 翔平","ポジション / PG","大阪学院大学","北海道","1992年8月5日",1992-08-05,"180cm",180,"85kg",85,"日本"
"403","B2","西地区","島根","阿部 諒","ポジション / SG","拓殖大学","千葉県","1995年5月4日",1995-05-04,"183cm",183,"77kg",77,"日本"
"404","B2","西地区","島根","相馬 卓弥","ポジション / SG","天理大学","宮崎県","1991年7月5日",1991-07-05,"182cm",182,"80kg",80,"日本"
"405","B2","西地区","島根","小阪 彰久","ポジション / PF","大阪学院大学","大阪府","1992年2月22日",1992-02-22,"197cm",197,"102kg",102,"日本"
"406","B2","西地区","島根","伊集 貴也","ポジション / PG","国士舘大学","沖縄県","1993年2月2日",1993-02-02,"179cm",179,"76kg",76,"日本"
"407","B2","西地区","島根","ロスコ・アレン","ポジション / SF","Stanford","ハンガリー","1993年5月5日",1993-05-05,"208cm",208,"100kg",100,"ハンガリー"
"408","B2","西地区","島根","コナー・クリフォード","ポジション / C","Washington State","アメリカ","1993年12月7日",1993-12-07,"213cm",213,"122kg",122,"アメリカ合衆国"
"409","B2","西地区","島根","梅津 大介","ポジション / SF","筑波大学","青森県","1990年7月26日",1990-07-26,"195cm",195,"89kg",89,"日本"
"410","B2","西地区","熊本","中西 良太","ポジション / PF","日本体育大学","兵庫県","1988年12月24日",1988-12-24,"200cm",200,"107kg",107,"日本"
"411","B2","西地区","熊本","古野 拓巳","ポジション / PG","日本経済大学","福岡県","1993年2月20日",1993-02-20,"177cm",177,"80kg",80,"日本"
"412","B2","西地区","熊本","チリジ・ネパウエ","ポジション / C","ニューメキシコ州立大学","南アフリカ","1989年6月10日",1989-06-10,"208cm",208,"122kg",122,"南アフリカ"
"413","B2","西地区","熊本","柿内 輝心","ポジション / PG","中央大学","熊本県","1995年10月21日",1995-10-21,"172cm",172,"74kg",74,"日本"
"414","B2","西地区","熊本","小林 慎太郎","ポジション / SG","東海大学","熊本県","1985年6月29日",1985-06-29,"184cm",184,"84kg",84,"日本"
"415","B2","西地区","熊本","ジョシュ・ドゥインカー","ポジション / PF","リッチモンド大学","オーストラリア","1989年4月18日",1989-04-18,"211cm",211,"100kg",100,"オーストラリア"
"416","B2","西地区","熊本","菊池 広明","ポジション / SG","天理大学","大阪府","1992年12月14日",1992-12-14,"185cm",185,"80kg",80,"日本"
"417","B2","西地区","熊本","福田 真生","ポジション / SF","青山学院大学","北海道","1989年7月26日",1989-07-26,"193cm",193,"93kg",93,"日本"
"418","B2","西地区","熊本","俊野 佳彦","ポジション / SG/SF","今治精華高等学校","愛媛県","1992年5月21日",1992-05-21,"187cm",187,"82kg",82,"日本"
"419","B2","西地区","熊本","寺下 太基","ポジション / SF/PF","大阪産業大学","和歌山県","1980年2月25日",1980-02-25,"191cm",191,"88kg",88,"日本"
"420","B2","西地区","熊本","チェハーレス・タプスコット","ポジション / SF/PF","ポートランド州立大学","アメリカ","1990年7月12日",1990-07-12,"195cm",195,"108kg",108,"アメリカ合衆国"
"421","B2","西地区","熊本","並里 祐","ポジション / PG","中部学院大学","沖縄県","1987年6月13日",1987-06-13,"170cm",170,"70kg",70,"日本"
